,endTime,artistName,trackName,sec_played
0,2021-09-30 16:45,Arcade Fire,Supersymmetry,80.88
1,2021-10-01 11:49,Kizo,UTWÓR Z OKAZJI DWÓCH MILIONÓW NA SPOTIFY - Kizo Remix,37.184
2,2021-10-01 11:54,JAY-Z,Caught Their Eyes,206.133
3,2021-10-01 11:57,Travis Scott,sdp interlude,191.622
4,2021-10-01 11:59,Genesis Owusu,Waitin' on Ya,97.408
5,2021-10-01 12:03,Resavoir,Plantasy,260.026
6,2021-10-01 12:07,Beach House,Master of None,199.413
7,2021-10-01 12:11,Lana Del Rey,Dark But Just A Game,235.664
8,2021-10-01 12:13,Jadasea,days,160.436
9,2021-10-01 12:19,The Voidz,Pink Ocean,326.706
10,2021-10-01 12:22,Freddie Gibbs,Shame (feat. BJ The Chicago Kid),183.32
11,2021-10-01 12:24,Blu & Exile,Blue,138.271
12,2021-10-01 12:27,Fana Hues,Icarus,150.182
13,2021-10-01 12:28,Marc Rebillet,Surviving,79.715
14,2021-10-01 12:30,Oberhofer,Just When You Need Yourself Most,97.496
15,2021-10-01 15:21,GAIKA,Spectacular Anthem,4.481
16,2021-10-01 15:21,Arthur Russell,Answers Me,95.061
17,2021-10-01 15:25,River Tiber,Hypnotized,249.563
18,2021-10-01 15:27,Faye Webster,Jonny,25.843
19,2021-10-01 15:27,Whitearmor,Frutta E Verdura,85.441
20,2021-10-01 15:30,Seb Wildblood,Take Your Time (feat. Deem Spencer),169.0
21,2021-10-01 15:33,Kelsey Lu,let all the poisons that lurk in the mud seep out - Actress Remix,158.203
22,2021-10-01 15:35,Terry Riley,Francesco en Paraiso,130.867
23,2021-10-01 15:35,KayCyy,No Luck,1.253
24,2021-10-01 15:35,Wiki,Never Know,7.709
25,2021-10-01 15:35,Memo Boy,Brian is the Most Beautiful,0.812
26,2021-10-01 15:37,ZekeUltra,Carry Me Home,132.0
27,2021-10-01 15:40,So!YoON!,A/DC= (feat. Mid-Air Thief),169.124
28,2021-10-01 15:41,Död Mark,Min Dag,24.695
29,2021-10-01 15:42,Philip Glass,"String Quartet no. 2 ""Company"": II.",106.213
30,2021-10-01 18:08,Father's Children,Who's Gonna Save The World,105.215
31,2021-10-01 18:30,Mata,IKEA (intro),142.92
32,2021-10-01 18:31,Mata,Blok (skit),32.213
33,2021-10-01 18:36,Mata,Blok,225.36
34,2021-10-01 18:39,SKUTE BOBO,SKUTE BOBO,188.573
35,2021-10-01 18:42,Mata,La La La (Oh Oh),168.386
36,2021-10-01 18:45,Mata,Nasza klasa ale to DRILL,223.906
37,2021-10-01 18:48,Mata,2001,177.933
38,2021-10-01 18:49,Mata,WE DON’T KNOW WHO DID THIS BEAT IF IT’S YOU PLEASE DM US WE HAVE MONEY (skit),17.146
39,2021-10-01 18:51,Mata,Szmata,3.25
40,2021-10-01 18:51,Mata,Faka,125.44
41,2021-10-01 18:55,Mata,Kurtz,255.72
42,2021-10-01 19:00,Mata,67-410,311.0
43,2021-10-01 19:01,Mata,Skit (skit),34.02
44,2021-10-01 19:03,Mata,"15,2 (FREESTYLE)",146.963
45,2021-10-01 19:04,Mata,Kiss cam,5.466
46,2021-10-01 19:04,Mata,Papuga,0.88
47,2021-10-01 19:04,Mata,Dzwoni papuga (skit),10.613
48,2021-10-01 19:04,Mata,Patoreakcja,5.636
49,2021-10-01 19:07,Mata,Bros before hoes (skit),13.12
50,2021-10-01 19:07,Mata,Szafir,196.6
51,2021-10-01 19:12,Mata,Blok,3.21
52,2021-10-01 19:12,Mata,Młody Bachor (outro),255.01
53,2021-10-01 19:12,SKUTE BOBO,SKUTE BOBO,4.47
54,2021-10-01 19:32,Mata,2001,49.31
55,2021-10-01 19:36,Męskie Granie Orkiestra 2018,"Wyspa, drzewo, zamek - Live",259.91
56,2021-10-01 19:39,JAY-Z,Caught Their Eyes,206.133
57,2021-10-01 19:43,Travis Scott,sdp interlude,191.622
58,2021-10-01 19:47,Resavoir,Plantasy,260.026
59,2021-10-01 19:51,Lana Del Rey,Dark But Just A Game,235.664
60,2021-10-01 19:54,Freddie Gibbs,Shame (feat. BJ The Chicago Kid),183.32
61,2021-10-01 19:56,Arthur Russell,Answers Me,130.64
62,2021-10-01 19:59,Whole Truth,Can You Lose By Following God,2.96
63,2021-10-01 19:59,Father's Children,Who's Gonna Save The World,170.312
64,2021-10-01 20:03,St. Vincent,The Melting Of The Sun,257.52
65,2021-10-01 20:07,Pond,Paint Me Silver,224.973
66,2021-10-01 20:12,Current Joys,Kids,269.142
67,2021-10-01 20:13,PinkPantheress,Break It Off,95.317
68,2021-10-01 22:45,Clairo,Amoeba,98.176
69,2021-10-02 09:52,Clairo,Amoeba,130.981
70,2021-10-02 09:55,Little Simz,Flowers,225.255
71,2021-10-02 09:58,Kanye West,No Child Left Behind,178.061
72,2021-10-02 10:04,Kanye West,Come to Life,310.393
73,2021-10-02 10:06,Kanye West,Heaven and Hell,145.301
74,2021-10-02 10:37,Kanye West,Hurricane,135.736
75,2021-10-03 19:16,Father's Children,Who's Gonna Save The World,21.873
76,2021-10-03 19:19,SKUTE BOBO,SKUTE BOBO,188.573
77,2021-10-03 19:21,Mata,La La La (Oh Oh),110.313
78,2021-10-03 19:25,Mata,Nasza klasa ale to DRILL,223.906
79,2021-10-03 19:28,Mata,2001,177.933
80,2021-10-03 19:28,Mata,WE DON’T KNOW WHO DID THIS BEAT IF IT’S YOU PLEASE DM US WE HAVE MONEY (skit),7.574
81,2021-10-03 19:30,Mata,IKEA (intro),142.92
82,2021-10-03 19:31,Mata,Blok (skit),32.213
83,2021-10-03 19:33,Mata,Blok,88.297
84,2021-10-03 19:41,Fisz Emade Tworzywo,Za Mało Czasu,14.349
85,2021-10-03 19:41,Fisz Emade Tworzywo,Za Mało Czasu,0.72
86,2021-10-03 19:41,Fisz Emade Tworzywo,Za Mało Czasu,241.441
87,2021-10-03 19:44,THE ANXIETY,Meet Me At Our Spot,149.095
88,2021-10-03 19:50,Little Simz,Introvert,362.653
89,2021-10-03 19:54,Little Simz,Woman,269.413
90,2021-10-03 19:57,Little Simz,Two Worlds Apart,178.066
91,2021-10-03 20:01,Little Simz,"I Love You, I Hate You",255.693
92,2021-10-03 20:02,Little Simz,"Little Q, Pt. 1 - Interlude",68.413
93,2021-10-03 20:06,Little Simz,"Little Q, Pt. 2",226.453
94,2021-10-03 20:09,Little Simz,Gems - Interlude,177.093
95,2021-10-04 06:24,Kanye West,Good Morning,0.64
96,2021-10-04 06:24,Little Simz,Speed,35.504
97,2021-10-04 12:46,Mata,Nasza klasa ale to DRILL,5.75
98,2021-10-04 12:48,Mata,Blok (skit),18.93
99,2021-10-04 12:48,Mata,IKEA (intro),142.92
100,2021-10-04 12:52,Mata,Nasza klasa ale to DRILL,220.39
101,2021-10-04 13:21,THE ANXIETY,Hey You!,145.853
102,2021-10-04 13:23,THE ANXIETY,Fight Club,144.386
103,2021-10-04 13:26,THE ANXIETY,Believe That,173.253
104,2021-10-04 13:30,THE ANXIETY,Poolside,224.026
105,2021-10-04 13:30,THE ANXIETY,Interlude,7.68
106,2021-10-04 14:54,Kevin Abstract,SIERRA NIGHTS (feat. Ryan Beatty),263.72
107,2021-10-04 14:56,A$AP Rocky,Jukebox Joints (feat. Joe Fox & Kanye West),59.16
108,2021-10-04 15:03,Armand Hammer,Falling out the Sky,220.353
109,2021-10-04 15:11,Men I Trust,Organon,150.927
110,2021-10-04 15:15,Little Dragon,Another Lover,266.721
111,2021-10-04 15:20,Puma Blue,Super Soft,269.882
112,2021-10-04 15:21,Teezo Touchdown,I'm Just A Fan,57.384
113,2021-10-04 16:16,The Neighbourhood,Fallen Star,224.938
114,2021-10-04 16:20,Coldplay,My Universe,226.272
115,2021-10-04 16:23,David Bowie,You've Got A Habit Of Leaving - Radio Edit,206.449
116,2021-10-04 16:27,Kali Uchis,fue mejor (feat. SZA),230.964
117,2021-10-04 16:30,Logic,Perfect (Remix) (feat. Lil Wayne & A$AP Ferg),171.69
118,2021-10-04 16:33,Ed Sheeran,Shivers - Acoustic Version,4.771
119,2021-10-04 16:33,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",1.23
120,2021-10-04 16:33,Skylar Grey,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",2.24
121,2021-10-04 16:33,Little Simz,Venom - Remix / from Venom: Let There Be Carnage,0.72
122,2021-10-04 16:33,Tony Bennett,I've Got You Under My Skin,185.933
123,2021-10-04 17:01,Little Simz,Venom - Remix / from Venom: Let There Be Carnage,150.119
124,2021-10-04 17:06,Elton John,Finish Line,264.846
125,2021-10-04 17:08,Alesso,Chasing Stars (feat. James Bay) [VIP Mix],169.18
126,2021-10-04 17:12,DJ Snake,Pondicherry,25.277
127,2021-10-04 17:12,Years & Years,Crave,196.135
128,2021-10-04 17:15,Sting,Rushing Water,197.808
129,2021-10-04 17:17,BADBADNOTGOOD,Beside April,189.177
130,2021-10-04 17:28,Freddie Mercury,I Was Born to Love You,2.008
131,2021-10-04 17:28,Freddie Mercury,Living On My Own - No More Brothers Radio Mix,10.785
132,2021-10-04 17:28,The Doors,"L.A. Woman, Pt. 2 - L.A. Woman Sessions",311.691
133,2021-10-04 17:29,Queen,Crazy Little Thing Called Love - Remastered 2011,3.494
134,2021-10-04 17:29,Queen,"Tear It Up - Live At The O2, London, UK, 02/07/2018",1.625
135,2021-10-04 17:29,Freddie Mercury,Barcelona,3.099
136,2021-10-04 17:29,Queen,Under Pressure - Remastered 2011,1.613
137,2021-10-04 17:29,Queen,We Are The Champions - Remastered 2011,0.522
138,2021-10-04 17:29,Queen,Radio Ga Ga - Remastered 2011,1.288
139,2021-10-04 17:29,Queen,We Will Rock You - Remastered 2011,0.255
140,2021-10-04 17:29,Queen,I Want To Break Free - Single Remix,1.242
141,2021-10-04 17:29,Queen,Somebody To Love - Remastered 2011,17.322
142,2021-10-04 17:29,Freddie Mercury,The Great Pretender,7.186
143,2021-10-04 17:30,Queen,"Love Kills - The Ballad - Live At The iHeart Radio Theater, Los Angeles, USA, 2014",0.0
144,2021-10-04 17:30,Queen,"The Show Must Go On - Live At The O2, London, UK, 04/07/2018",0.0
145,2021-10-04 17:30,Queen,"Somebody To Love - Live At The Isle Of Wight Festival, UK, 2016",0.0
146,2021-10-04 17:30,Queen,"Now I'm Here - Live At Summer Sonic, Tokyo, Japan, 2014",7.465
147,2021-10-04 17:30,Queen,"Under Pressure - Live At Global Citizen Festival, New York, USA, 2019",0.0
148,2021-10-04 17:30,Queen,"Another One Bites The Dust - Live At Summer Sonic, Tokyo, Japan, 2014",2.681
149,2021-10-04 17:30,Queen,"Fat Bottomed Girls - Live At The American Airlines Center, Dallas, USA, 2019",0.452
150,2021-10-04 17:30,Queen,"Who Wants To Live Forever - Live At The Isle Of Wight Festival, UK, 2016",0.0
151,2021-10-04 17:30,Queen,"I Was Born To Love You - Live At Summer Sonic, Tokyo, Japan, 2014",0.0
152,2021-10-04 17:30,Queen,"Don't Stop Me Now - Live At Rock In Rio, Lisbon, Portugal, 2016",0.22
153,2021-10-04 17:30,Queen,"I Want To Break Free - Live At Rock In Rio, Lisbon, Portugal, 2016",0.0
154,2021-10-04 17:51,BADBADNOTGOOD,Mono,28.63
155,2021-10-04 17:55,BADBADNOTGOOD,Triangle,227.538
156,2021-10-04 18:00,BADBADNOTGOOD,Can't Leave the Night,280.012
157,2021-10-04 18:05,BADBADNOTGOOD,Confessions,300.995
158,2021-10-04 18:12,BADBADNOTGOOD,Kaleidoscope,426.113
159,2021-10-04 19:10,BADBADNOTGOOD,Eyes Closed,285.69
160,2021-10-04 19:11,Mata,IKEA (intro),103.54
161,2021-10-04 19:13,SKUTE BOBO,SKUTE BOBO,66.22
162,2021-10-04 22:28,Mata,Nasza klasa ale to DRILL,218.08
163,2021-10-05 16:40,Mata,2001,17.95
164,2021-10-05 16:40,Mata,Nasza klasa ale to DRILL,204.55
165,2021-10-05 16:44,Mata,Kurtz,240.68
166,2021-10-05 16:45,Kevin Abstract,SIERRA NIGHTS (feat. Ryan Beatty),8.0
167,2021-10-05 17:04,Alesso,Chasing Stars (feat. James Bay) [VIP Mix],5.54
168,2021-10-05 17:04,DJ Snake,Pondicherry,1.06
169,2021-10-05 17:04,Sting,Rushing Water,1.14
170,2021-10-05 17:04,Years & Years,Crave,0.96
171,2021-10-05 17:04,Arca,Incendio,2.8
172,2021-10-05 17:04,Elton John,Finish Line,240.58
173,2021-10-05 17:04,The Doors,"L.A. Woman, Pt. 2 - L.A. Woman Sessions",0.82
174,2021-10-05 17:13,Janelle Monáe,Say Her Name (Hell You Talmbout),490.48
175,2021-10-05 17:16,Lidia Jazgar,Jesień przyszła ojej,202.57
176,2021-10-05 17:20,Ólafur Arnalds,Partisans,236.394
177,2021-10-05 17:23,Kane Brown,Blessed & Free,198.171
178,2021-10-05 17:27,IDLES,The Beachland Ballroom,240.973
179,2021-10-05 17:30,Problem,DIM MY LIGHT,142.01
180,2021-10-05 17:33,Youth Lagoon,Goodbye Again - Live on XMU,220.865
181,2021-10-05 17:38,Yellow Days,Belong Together,257.253
182,2021-10-05 17:40,Johnny Cash,"Don't Think Twice, It's All Right - Bear's Sonic Journals: Live At The Carousel Ballroom, April 24 1968",131.366
183,2021-10-05 17:58,umru,check1,151.454
184,2021-10-05 18:04,Sons Of Kemet,My Queen Is Ada Eastman,399.733
185,2021-10-05 18:10,Sons Of Kemet,My Queen Is Mamie Phipps Clark,329.866
186,2021-10-05 18:16,Sons Of Kemet,My Queen Is Harriet Tubman,338.133
187,2021-10-05 18:31,Sons Of Kemet,My Queen Is Anna Julia Cooper,158.526
188,2021-10-06 10:03,Men I Trust,Organon,16.016
189,2021-10-06 16:22,Sons Of Kemet,My Queen Is Anna Julia Cooper,146.591
190,2021-10-06 16:43,Sons Of Kemet,My Queen Is Angela Davis,379.079
191,2021-10-06 16:46,Little Dragon,Another Lover,52.167
192,2021-10-06 16:47,JAY-Z,Caught Their Eyes,206.133
193,2021-10-06 16:53,La Femme,Tu t'en lasses,362.013
194,2021-10-06 16:56,King Krule,Cellular - Live,210.0
195,2021-10-06 17:02,King Krule,Out Getting Ribs - Live,346.543
196,2021-10-06 17:07,Kanye West,Come to Life,310.393
197,2021-10-06 17:13,The Internet,It Gets Better (With Time),326.533
198,2021-10-06 17:15,The Alchemist,E. Coli (feat. Earl Sweatshirt),132.147
199,2021-10-06 17:25,Kanye West,Heaven and Hell,2.155
200,2021-10-06 17:27,Dominic Fike,Phone Numbers,146.826
201,2021-10-06 17:27,Dominic Fike,Babydoll,3.363
202,2021-10-06 17:29,Solange,Rise,101.813
203,2021-10-06 17:32,Solange,Weary,194.253
204,2021-10-06 17:33,Solange,Interlude: The Glory is in You,17.773
205,2021-10-06 17:47,Solange,Cranes in the Sky,84.79
206,2021-10-06 17:47,Solange,Interlude: The Glory is in You,0.0
207,2021-10-06 17:47,Solange,Weary,0.04
208,2021-10-06 17:48,Solange,Rise,9.67
209,2021-10-06 17:48,Solange,Interlude: Dad Was Mad,46.266
210,2021-10-06 17:52,Solange,Mad (feat. Lil Wayne),235.493
211,2021-10-06 17:56,Solange,Don't You Wait,245.906
212,2021-10-06 17:58,Solange,Interlude: Tina Taught Me,74.866
213,2021-10-06 18:02,Solange,Don't Touch My Hair (feat. Sampha),257.546
214,2021-10-06 18:03,Solange,Interlude: This Moment,49.453
215,2021-10-06 18:07,Solange,Where Do We Go,264.373
216,2021-10-06 18:08,Solange,Interlude: For Us By Us,52.68
217,2021-10-06 18:13,Solange,F.U.B.U. (feat. The-Dream & BJ The Chicago Kid),313.893
218,2021-10-06 18:16,Solange,Borderline (An Ode to Self Care) (feat. Q-Tip),182.733
219,2021-10-06 18:17,Solange,"Interlude: I Got So Much Magic, You Can Have It (feat. Kelly Rowland & Nia Andrews)",26.906
220,2021-10-06 18:20,Solange,Junie,186.026
221,2021-10-06 18:21,Solange,Interlude: No Limits,39.706
222,2021-10-06 18:25,Solange,Don't Wish Me Well,255.626
223,2021-10-06 18:26,Solange,Interlude: Pedestals,57.666
224,2021-10-06 18:29,Solange,Scales (feat. Kelela),219.306
225,2021-10-06 18:30,Solange,Closing: The Chosen Ones,42.226
226,2021-10-06 18:33,Blood Orange,Orlando,182.893
227,2021-10-06 18:36,Solange,My Skin My Logo,175.733
228,2021-10-06 18:40,FKA twigs,sad day,255.72
229,2021-10-06 18:43,Mereba,Sandstorm (feat. JID),179.026
230,2021-10-06 18:47,Azealia Banks,Anna Wintour,199.906
231,2021-10-06 18:52,Solange,Weary,194.253
232,2021-10-06 19:09,Blood Orange,Hope,239.767
233,2021-10-06 19:09,Solange,Stay Flo,0.5
234,2021-10-06 19:09,Orion Sun,Ne Me Quitte Pas (Don't Leave Me),1.97
235,2021-10-06 19:09,Noname,Self,2.448
236,2021-10-06 19:09,Azealia Banks,Anna Wintour,0.91
237,2021-10-06 19:09,Teyana Taylor,Gonna Love Me,1.49
238,2021-10-06 19:24,Blood Orange,Champagne Coast,56.36
239,2021-10-06 19:28,Kizo,Król balu,32.5
240,2021-10-07 12:43,Kizo,Król balu,9.42
241,2021-10-07 12:45,Dominic Fike,Phone Numbers,146.826
242,2021-10-07 12:47,Dominic Fike,Babydoll,97.96
243,2021-10-07 12:49,Dominic Fike,Why,139.906
244,2021-10-07 12:52,Justin Bieber,Die For You (feat. Dominic Fike),198.425
245,2021-10-07 12:56,Dominic Fike,Vampire,186.05
246,2021-10-07 12:58,Dominic Fike,Chicken Tenders,170.405
247,2021-10-07 13:01,Dominic Fike,Superstar Sh*t,127.054
248,2021-10-07 13:04,Remi Wolf,Photo ID (with Dominic Fike),209.97
249,2021-10-07 13:07,Dominic Fike,Come Here,41.099
250,2021-10-07 13:07,Paul McCartney,The Kiss Of Venus (Dominic Fike),143.53
251,2021-10-07 13:08,Drake,Too Much,7.86
252,2021-10-07 13:14,Drake,Tuscan Leather,366.4
253,2021-10-07 13:18,Drake,Furthest Thing,267.373
254,2021-10-07 13:21,Drake,Started From the Bottom,174.12
255,2021-10-07 13:25,Drake,Wu-Tang Forever,217.6
256,2021-10-07 20:47,Queen,"Love Of My Life - Live At The O2, London, UK, 02/07/2018",7.229
257,2021-10-07 20:55,Drake,Own It,131.536
258,2021-10-07 20:59,Justin Bieber,Beauty And A Beat,227.986
259,2021-10-07 20:59,Kelly Clarkson,Since U Been Gone,2.34
260,2021-10-07 21:02,Justin Bieber,I'll Show You,199.946
261,2021-10-07 21:06,Justin Bieber,What Do You Mean?,205.68
262,2021-10-07 21:09,Justin Bieber,Sorry,200.786
263,2021-10-07 21:13,Justin Bieber,Love Yourself,233.72
264,2021-10-07 21:17,Justin Bieber,Company,208.12
265,2021-10-07 21:21,Justin Bieber,No Pressure,286.853
266,2021-10-07 21:26,Justin Bieber,No Sense,275.04
267,2021-10-07 21:30,Justin Bieber,The Feeling,244.906
268,2021-10-07 21:34,Justin Bieber,Life Is Worth Living,215.036
269,2021-10-09 18:10,Mata,Nasza klasa ale to DRILL,53.614
270,2021-10-09 18:13,Mata,Szmata,165.653
271,2021-10-09 22:29,Mata,Szmata,161.274
272,2021-10-09 22:32,Mata,Młody Bachor (outro),217.199
273,2021-10-09 22:35,Dominic Fike,Phone Numbers,146.826
274,2021-10-10 19:49,Kanye West,Water,1.253
275,2021-10-10 19:49,Dominic Fike,Why,3.108
276,2021-10-10 19:49,Dominic Fike,Babydoll,97.96
277,2021-10-11 20:16,Justin Bieber,Life Is Worth Living,12.236
278,2021-10-11 20:16,Sons Of Kemet,My Queen Is Ada Eastman,0.673
279,2021-10-11 20:19,Dominic Fike,Phone Numbers,146.826
280,2021-10-11 20:21,Solange,Rise,101.813
281,2021-10-11 20:24,JAY-Z,Caught Their Eyes,1.207
282,2021-10-11 20:24,Solange,My Skin My Logo,175.733
283,2021-10-11 20:24,Father's Children,Who's Gonna Save The World,0.626
284,2021-10-11 20:24,Szczyl,Hiphopkryta,8.986
285,2021-10-11 20:24,SKUTE BOBO,SKUTE BOBO,3.366
286,2021-10-11 20:28,Męskie Granie Orkiestra 2018,"Wyspa, drzewo, zamek - Live",259.91
287,2021-10-11 20:32,JAY-Z,Caught Their Eyes,206.133
288,2021-10-11 20:35,Travis Scott,sdp interlude,191.622
289,2021-10-11 20:39,Resavoir,Plantasy,260.026
290,2021-10-11 20:43,Lana Del Rey,Dark But Just A Game,235.664
291,2021-10-11 20:46,Freddie Gibbs,Shame (feat. BJ The Chicago Kid),183.32
292,2021-10-11 20:48,Arthur Russell,Answers Me,130.64
293,2021-10-11 20:51,Father's Children,Who's Gonna Save The World,176.373
294,2021-10-11 20:54,SKUTE BOBO,SKUTE BOBO,188.573
295,2021-10-11 20:55,Mata,Młody Bachor (outro),30.12
296,2021-10-11 21:00,The Internet,It Gets Better (With Time),326.533
297,2021-10-11 21:06,BADBADNOTGOOD,Beside April,313.587
298,2021-10-11 21:10,BADBADNOTGOOD,Signal from the Noise,238.543
299,2021-10-11 21:13,Clairo,Blouse,195.376
300,2021-10-11 21:15,The Avalanches,Song For Barbara Payton,100.973
301,2021-10-11 21:19,Drake,Too Much,261.866
302,2021-10-11 21:24,Geoff Knorr,America (The Industrial Era),280.465
303,2021-10-11 21:27,Sofie Royer,Try to Reach Me,181.19
304,2021-10-11 21:31,72-HOUR POST FIGHT,UNGLUED,230.667
305,2021-10-11 21:34,Ichiko Aoba,Pilgrimage,228.605
306,2021-10-11 21:36,Sun Ra,You Never Told Me That You Cared,78.378
307,2021-10-12 07:04,Sun Ra,You Never Told Me That You Cared,7.151
308,2021-10-12 07:06,Mata,IKEA (intro),142.92
309,2021-10-12 07:07,Mata,Blok (skit),2.553
310,2021-10-12 07:10,Mata,Nasza klasa ale to DRILL,205.032
311,2021-10-12 07:13,Mata,Szmata,157.431
312,2021-10-12 07:13,King Krule,Cellular - Live,1.021
313,2021-10-12 07:17,Ralph Kaminski,Biegnij razem ze mną,288.778
314,2021-10-12 07:21,King Krule,Cellular - Live,210.0
315,2021-10-12 07:34,King Krule,Out Getting Ribs - Live,352.653
316,2021-10-12 07:39,Fisz Emade Tworzywo,Za Mało Czasu,303.468
317,2021-10-12 07:44,FKA twigs,Give Up,257.56
318,2021-10-12 09:22,FKA twigs,Pendulum,0.65
319,2021-10-12 09:22,Boldy James,Carruth,132.37
320,2021-10-12 09:27,FKA twigs,Give Up,257.56
321,2021-10-12 09:28,Boldy James,Carruth,30.702
322,2021-10-12 09:32,Kanye West,Hurricane,243.187
323,2021-10-12 09:35,Moor Mother,The Blues Remembers Everything the Country Forgot,181.441
324,2021-10-12 09:37,Steve Lacy,Thats No Fun,161.9
325,2021-10-12 09:40,Steve Lacy,Out of Me Head,133.414
326,2021-10-12 12:53,Steve Lacy,Out of Me Head,5.828
327,2021-10-12 12:53,Erick the Architect,Fruit Fruit Punch In Bora Bora,22.474
328,2021-10-12 12:58,Tame Impala,Breathe Deeper - Lil Yachty Remix,288.386
329,2021-10-12 13:03,Nick Cave & The Bad Seeds,Push the Sky Away (with Melbourne Symphony Orchestra) [Live] - with The Melbourne Symphony Orchestra;Live,319.613
330,2021-10-12 13:07,The Beatles,The Long And Winding Road - 2021 Mix,217.6
331,2021-10-12 13:09,Nirvana,"Lithium - Live In Melbourne, Australia For Triple J/1992",128.865
332,2021-10-12 13:11,Eminem,Venom - Remix,2.972
333,2021-10-12 13:11,Charli XCX,Good Ones - Joel Corry Remix,83.963
334,2021-10-12 14:42,Big Thief,Change,170.035
335,2021-10-12 14:43,Royal Philharmonic Orchestra,"Abraham, Martin & John",1.137
336,2021-10-12 14:43,Pouya,Wig Split,4.62
337,2021-10-12 14:43,Arca,Born Yesterday,1.068
338,2021-10-12 14:43,Jungle,All Of The Time - DJ Streaks Remix,2.043
339,2021-10-12 14:43,Nas,Big Nas (Original Song from MasterClass),0.743
340,2021-10-12 14:43,Justin Bieber,Red Eye (feat. TroyBoi),1.695
341,2021-10-12 14:46,BADBADNOTGOOD,Love Proceeding,0.441
342,2021-10-12 14:46,James Blake,Coming Back (feat. SZA),195.905
343,2021-10-12 14:46,Pixies,"Hey - Live from Wiltern LG Theatre, Los Angeles, CA. June 2nd, 2005",0.626
344,2021-10-12 14:46,Madonna,"Future - Live at the Coliseu dos Recreios, Lisbon, Portugal, 1/12-23/2020",1.137
345,2021-10-12 14:46,Tęskno,Yoyo - tęskno gra poezję,4.099
346,2021-10-12 14:50,Pixies,"Hey - Live from Wiltern LG Theatre, Los Angeles, CA. June 2nd, 2005",226.43
347,2021-10-12 14:55,BADBADNOTGOOD,Love Proceeding,325.828
348,2021-10-12 14:56,Elton John,Cold Heart - Claptone Remix,23.547
349,2021-10-12 14:57,PlanBe,Marsjanin,2.089
350,2021-10-12 14:57,Kylie Minogue,A Second to Midnight,64.365
351,2021-10-12 15:00,Sokół,Płaczemy pięścią w stół,207.79
352,2021-10-12 15:01,Martin Garrix,Diamonds,29.667
353,2021-10-12 15:05,Federico Albanese,Attesa,221.474
354,2021-10-12 18:59,Pejzaż,Intro,75.572
355,2021-10-12 19:01,Pejzaż,Pokocha Mnie,125.469
356,2021-10-12 19:03,Pejzaż,Wyspa,93.677
357,2021-10-12 19:12,Pejzaż,Miejsce,231.329
358,2021-10-12 19:12,Pejzaż,Na Brzegu Dnia,19.608
359,2021-10-12 19:13,PRO8L3M,Ziemia obiecana,7.511
360,2021-10-12 19:13,PRO8L3M,Fight Club,4.899
361,2021-10-12 19:14,PRO8L3M,Piekło jest w nas,39.415
362,2021-10-12 19:16,PRO8L3M,W domach z betonu,112.268
363,2021-10-12 19:22,PRO8L3M,Letnie przesilenie,245.028
364,2021-10-12 19:26,PRO8L3M,200 procent prawdy,197.369
365,2021-10-12 19:27,Pejzaż,Na Brzegu Dnia,64.731
366,2021-10-12 19:29,Pejzaż,Rzeka Tajemnic,119.536
367,2021-10-12 19:31,Pejzaż,Pada Deszcz,123.878
368,2021-10-12 19:32,Pejzaż,Potok,43.19
369,2021-10-12 19:34,Pejzaż,Tylko Ty,163.087
370,2021-10-12 19:38,Pejzaż,Blues Drugi,220.82
371,2021-10-12 19:40,Pejzaż,Zorza,136.46
372,2021-10-12 19:42,Pejzaż,Bardzo Późna Jesień Już,77.206
373,2021-10-12 19:43,Pejzaż,Portret,104.368
374,2021-10-12 19:45,Phoebe Bridgers,That Funny Feeling,302.123
375,2021-10-12 19:46,Pejzaż,Statek Tezeusza,132.505
376,2021-10-12 19:47,Pejzaż,Kwiaty,81.754
377,2021-10-12 19:48,Pejzaż,Szansa,78.403
378,2021-10-12 19:53,Pejzaż,Sekret,281.191
379,2021-10-12 19:55,Pejzaż,Coda,105.703
380,2021-10-12 19:57,Pejzaż,Odeszłaś Już,135.634
381,2021-10-12 20:00,Pejzaż,Echo,195.036
382,2021-10-12 20:02,Pejzaż,Rzeka Tajemnic,119.536
383,2021-10-12 20:06,Skalpel,If Music Was That Easy,202.469
384,2021-10-12 20:09,LITOST,To tu pardon,236.325
385,2021-10-12 20:12,Coals,Blue,171.186
386,2021-10-12 20:15,WaluśKraksaKryzys,AlboTak,160.963
387,2021-10-12 20:15,WaluśKraksaKryzys,AlboTak,4.051
388,2021-10-12 20:15,Syndrom Paryski,Sygnały Końca Pociągu,7.15
389,2021-10-12 20:18,Syndrom Paryski,Sygnały Końca Pociągu,187.97
390,2021-10-12 20:19,Pejzaż,Miejsce,61.271
391,2021-10-12 20:25,Jaubi,Zari,351.461
392,2021-10-12 20:28,Earth Trax,If You (Club Mix) - Mixed,170.16
393,2021-10-12 20:30,UNDADASEA,(+48) NIC NA SIŁĘ,124.449
394,2021-10-12 20:33,Wczasy,Tyle słów,193.662
395,2021-10-12 20:34,Błażej Król,całą ciszę / POKÓJ NOCNY,21.655
