,artistName,trackName,plays_count,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1354,King Krule,Out Getting Ribs - Live,5,0.345,0.489,-7.629,0.0391,0.802,0.0527,0.454,0.164,111.784
1355,King Krule,Out Getting Ribs - Live,5,0.345,0.489,-7.629,0.0391,0.802,0.0527,0.454,0.164,111.784
1356,Arca,Morbo,5,0.465,0.992,-3.232,0.122,0.081,5.71e-06,0.144,0.282,77.19
1357,Arca,Morbo,5,0.465,0.992,-3.232,0.122,0.081,5.71e-06,0.144,0.282,77.19
1358,Pusha T,Punch Bowl (with Clipse & Nigo),5,0.788,0.634,-4.212,0.179,0.0532,0.000572,0.0429,0.213,86.913
1359,Pusha T,Punch Bowl (with Clipse & Nigo),5,0.788,0.634,-4.212,0.179,0.0532,0.000572,0.0429,0.213,86.913
1360,BROCKHAMPTON,TONYA,5,0.576,0.558,-7.713,0.312,0.509,2.07e-05,0.158,0.0395,80.193
1361,BROCKHAMPTON,TONYA,5,0.576,0.558,-7.713,0.312,0.509,2.07e-05,0.158,0.0395,80.193
1362,Teriyaki Boyz,Morë Tonight (with Nigo),5,0.819,0.552,-8.714,0.0424,0.00608,0.0,0.0956,0.397,109.994
1363,Teriyaki Boyz,Morë Tonight (with Nigo),5,0.819,0.552,-8.714,0.0424,0.00608,0.0,0.0956,0.397,109.994
1364,"Tyler, The Creator",RUNNING OUT OF TIME,5,0.36,0.391,-10.6,0.0528,0.296,0.000406,0.129,0.162,84.281
1365,"Tyler, The Creator",RUNNING OUT OF TIME,5,0.36,0.391,-10.6,0.0528,0.296,0.000406,0.129,0.162,84.281
1366,Drake,Too Much,5,0.637,0.569,-5.858,0.55,0.173,0.0,0.18,0.148,140.269
1367,Drake,Too Much,5,0.637,0.569,-5.858,0.55,0.173,0.0,0.18,0.148,140.269
1368,Mac Miller,The Miller Family Reunion,5,0.73,0.655,-5.742,0.24,0.0596,0.0,0.242,0.43,95.688
1369,Mac Miller,The Miller Family Reunion,5,0.73,0.655,-5.742,0.24,0.0596,0.0,0.242,0.43,95.688
1370,Solange,Where Do We Go,5,0.85,0.351,-5.536,0.0517,0.0263,0.0037,0.0748,0.412,138.045
1371,Solange,Where Do We Go,5,0.85,0.351,-5.536,0.0517,0.0263,0.0037,0.0748,0.412,138.045
1372,Eartheater,Below The Clavicle,5,0.214,0.251,-14.062,0.0397,0.177,0.974,0.115,0.0543,99.508
1373,Eartheater,Below The Clavicle,5,0.214,0.251,-14.062,0.0397,0.177,0.974,0.115,0.0543,99.508
1374,Eartheater,Metallic Taste of Patience,5,0.0969,0.223,-15.822,0.0445,0.967,0.897,0.252,0.0282,89.059
1375,Eartheater,Metallic Taste of Patience,5,0.0969,0.223,-15.822,0.0445,0.967,0.897,0.252,0.0282,89.059
1376,Solange,Junie,5,0.826,0.724,-4.058,0.0846,0.206,0.0608,0.144,0.652,100.003
1377,Solange,Junie,5,0.826,0.724,-4.058,0.0846,0.206,0.0608,0.144,0.652,100.003
1378,Hans Zimmer,The One,5,0.068,0.0407,-31.457,0.0422,0.855,0.948,0.095,0.03,76.73
1379,Hans Zimmer,The One,5,0.068,0.0407,-31.457,0.0422,0.855,0.948,0.095,0.03,76.73
1380,Beach House,Once Twice Melody,5,0.353,0.73,-11.021,0.0343,0.39,0.863,0.136,0.427,168.234
1381,Beach House,Once Twice Melody,5,0.353,0.73,-11.021,0.0343,0.39,0.863,0.136,0.427,168.234
1382,Drake,Headlines,5,0.646,0.557,-7.173,0.127,0.362,0.000264,0.0909,0.403,151.98
1383,Drake,Headlines,5,0.646,0.557,-7.173,0.127,0.362,0.000264,0.0909,0.403,151.98
1384,Drake,Shot For Me,5,0.543,0.471,-11.973,0.205,0.0481,0.0,0.581,0.158,142.967
1385,Drake,Shot For Me,5,0.543,0.471,-11.973,0.205,0.0481,0.0,0.581,0.158,142.967
1386,Ralph Kaminski,Biegnij razem ze mną,5,0.558,0.702,-5.739,0.0323,0.242,0.0102,0.223,0.626,150.346
1387,Ralph Kaminski,Biegnij razem ze mną,5,0.558,0.702,-5.739,0.0323,0.242,0.0102,0.223,0.626,150.346
1388,FKA twigs,Pendulum,5,0.427,0.593,-8.557,0.142,0.102,0.000147,0.0524,0.0716,116.855
1389,FKA twigs,Pendulum,5,0.427,0.593,-8.557,0.142,0.102,0.000147,0.0524,0.0716,116.855
1390,Yung Lean,Acid at 7/11,5,0.624,0.421,-12.602,0.066,0.644,0.0673,0.089,0.284,76.004
1391,Yung Lean,Acid at 7/11,5,0.624,0.421,-12.602,0.066,0.644,0.0673,0.089,0.284,76.004
1392,Steve Lacy,Thats No Fun,5,0.542,0.723,-5.18,0.0428,0.77,2.75e-06,0.625,0.294,83.078
1393,Steve Lacy,Thats No Fun,5,0.542,0.723,-5.18,0.0428,0.77,2.75e-06,0.625,0.294,83.078
1394,slowthai,Inglorious (feat. Skepta),5,0.751,0.66,-7.031,0.327,0.0169,2.06e-05,0.11,0.405,149.929
1395,slowthai,Inglorious (feat. Skepta),5,0.751,0.66,-7.031,0.327,0.0169,2.06e-05,0.11,0.405,149.929
1396,Olivia Rodrigo,brutal,5,0.671,0.538,-6.436,0.0584,0.0329,1.26e-06,0.28,0.298,123.946
1397,Olivia Rodrigo,brutal,5,0.671,0.538,-6.436,0.0584,0.0329,1.26e-06,0.28,0.298,123.946
1398,slowthai,Grow Up (feat. Jaykae),5,0.672,0.833,-5.532,0.363,0.123,0.0,0.101,0.465,97.927
1399,slowthai,Grow Up (feat. Jaykae),5,0.672,0.833,-5.532,0.363,0.123,0.0,0.101,0.465,97.927
1400,Arca,Born Yesterday,5,0.402,0.646,-8.087,0.0498,0.0516,0.0,0.12,0.0956,144.93
1401,Arca,Born Yesterday,5,0.402,0.646,-8.087,0.0498,0.0516,0.0,0.12,0.0956,144.93
1402,Pejzaż,Na Brzegu Dnia,5,0.628,0.571,-8.179,0.0444,0.165,0.0179,0.424,0.857,89.113
1403,Pejzaż,Na Brzegu Dnia,5,0.628,0.571,-8.179,0.0444,0.165,0.0179,0.424,0.857,89.113
1404,Lorde,California,5,0.644,0.443,-10.043,0.0369,0.817,0.0,0.28,0.549,93.011
1405,Lorde,California,5,0.644,0.443,-10.043,0.0369,0.817,0.0,0.28,0.549,93.011
1406,Vince Staples,WHEN SPARKS FLY,5,0.697,0.776,-5.546,0.13,0.00706,0.000612,0.185,0.23,161.706
1407,Vince Staples,WHEN SPARKS FLY,5,0.697,0.776,-5.546,0.13,0.00706,0.000612,0.185,0.23,161.706
1408,Khruangbin,Texas Sun,5,0.636,0.634,-10.01,0.0342,0.0364,0.147,0.0998,0.599,111.563
1409,Khruangbin,Texas Sun,5,0.636,0.634,-10.01,0.0342,0.0364,0.147,0.0998,0.599,111.563
1410,Yung Lean,french hotel,5,0.524,0.577,-8.62,0.0494,0.725,0.697,0.143,0.451,125.962
1411,Yung Lean,french hotel,5,0.524,0.577,-8.62,0.0494,0.725,0.697,0.143,0.451,125.962
1412,Vince Staples,AYE! (FREE THE HOMIES),5,0.753,0.687,-7.09,0.0606,0.172,0.0,0.0803,0.306,94.986
1413,Vince Staples,AYE! (FREE THE HOMIES),5,0.753,0.687,-7.09,0.0606,0.172,0.0,0.0803,0.306,94.986
1414,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),5,0.666,0.538,-9.907,0.0296,0.744,0.169,0.123,0.819,93.402
1415,Marvin Gaye,Inner City Blues (Make Me Wanna Holler),5,0.666,0.538,-9.907,0.0296,0.744,0.169,0.123,0.819,93.402
1416,Big Thief,Love Love Love,5,0.426,0.828,-5.518,0.0489,0.445,0.0067,0.314,0.659,149.72
1417,Big Thief,Love Love Love,5,0.426,0.828,-5.518,0.0489,0.445,0.0067,0.314,0.659,149.72
1418,The Weeknd,Stargirl Interlude,5,0.638,0.474,-12.7,0.124,0.351,0.191,0.105,0.441,179.771
1419,The Weeknd,Stargirl Interlude,5,0.638,0.474,-12.7,0.124,0.351,0.191,0.105,0.441,179.771
1420,Floating Points,Movement 1,5,0.252,0.108,-20.286,0.0527,0.98,0.0632,0.157,0.207,81.024
1421,Floating Points,Movement 1,5,0.252,0.108,-20.286,0.0527,0.98,0.0632,0.157,0.207,81.024
1422,Pejzaż,Zanim Zaśniesz,5,0.489,0.265,-12.979,0.0325,0.95,0.152,0.123,0.0873,95.993
1423,Pejzaż,Zanim Zaśniesz,5,0.489,0.265,-12.979,0.0325,0.95,0.152,0.123,0.0873,95.993
1424,Kendrick Lamar,For Sale? - Interlude,5,0.364,0.697,-8.233,0.111,0.422,0.000245,0.141,0.276,80.952
1425,Kendrick Lamar,For Sale? - Interlude,5,0.364,0.697,-8.233,0.111,0.422,0.000245,0.141,0.276,80.952
1426,Kendrick Lamar,The Blacker The Berry,5,0.534,0.841,-4.028,0.31,0.00723,0.0,0.423,0.297,176.094
1427,Kendrick Lamar,The Blacker The Berry,5,0.534,0.841,-4.028,0.31,0.00723,0.0,0.423,0.297,176.094
1428,Mata,"15,2 (FREESTYLE)",5,0.796,0.564,-9.693,0.306,0.316,0.0,0.29,0.595,147.107
1429,Mata,"15,2 (FREESTYLE)",5,0.796,0.564,-9.693,0.306,0.316,0.0,0.29,0.595,147.107
1430,Kanye West,Lord I Need You,5,0.72,0.426,-7.274,0.311,0.143,0.0,0.535,0.201,83.06
1431,Kanye West,Lord I Need You,5,0.72,0.426,-7.274,0.311,0.143,0.0,0.535,0.201,83.06
1432,Yves Tumor,Noid,5,0.397,0.833,-5.871,0.0472,1.28e-06,0.824,0.0992,0.669,192.067
1433,Yves Tumor,Noid,5,0.397,0.833,-5.871,0.0472,1.28e-06,0.824,0.0992,0.669,192.067
1434,Pejzaż,Północ,5,0.368,0.252,-12.81,0.0331,0.965,0.433,0.226,0.038,73.018
1435,Pejzaż,Północ,5,0.368,0.252,-12.81,0.0331,0.965,0.433,0.226,0.038,73.018
1436,St. Vincent,Somebody Like Me,5,0.525,0.448,-11.428,0.0318,0.726,0.247,0.0857,0.263,124.955
1437,St. Vincent,Somebody Like Me,5,0.525,0.448,-11.428,0.0318,0.726,0.247,0.0857,0.263,124.955
1438,The Weeknd,Rockin’,5,0.736,0.883,-5.595,0.214,0.0117,0.0,0.0734,0.797,112.92
1439,The Weeknd,Rockin’,5,0.736,0.883,-5.595,0.214,0.0117,0.0,0.0734,0.797,112.92
1440,Pejzaż,Jesteś,5,0.753,0.682,-12.373,0.0564,0.0359,0.817,0.0733,0.206,122.027
1441,Pejzaż,Jesteś,5,0.753,0.682,-12.373,0.0564,0.0359,0.817,0.0733,0.206,122.027
1442,Kid Cudi,Tequila Shots,5,0.713,0.559,-7.262,0.0544,0.0845,3.84e-05,0.513,0.228,90.493
1443,Kid Cudi,Tequila Shots,5,0.713,0.559,-7.262,0.0544,0.0845,3.84e-05,0.513,0.228,90.493
1444,Kacperczyk,Kryzys Wieku Wczesnego,5,0.548,0.561,-8.443,0.049,0.592,0.0,0.0821,0.151,149.952
1445,Kacperczyk,Kryzys Wieku Wczesnego,5,0.548,0.561,-8.443,0.049,0.592,0.0,0.0821,0.151,149.952
1446,Fisz Emade Tworzywo,Za Mało Czasu,5,0.683,0.723,-10.442,0.0548,0.00179,0.784,0.0296,0.267,123.995
1447,Fisz Emade Tworzywo,Za Mało Czasu,5,0.683,0.723,-10.442,0.0548,0.00179,0.784,0.0296,0.267,123.995
1448,Florence + The Machine,Back In Town,5,0.346,0.0672,-16.122,0.0352,0.797,1.68e-05,0.0618,0.0618,82.009
1449,Florence + The Machine,Back In Town,5,0.346,0.0672,-16.122,0.0352,0.797,1.68e-05,0.0618,0.0618,82.009
1450,JPEGMAFIA,TRUST!,5,0.753,0.704,-5.926,0.0611,0.148,0.00468,0.375,0.725,93.64
1451,JPEGMAFIA,TRUST!,5,0.753,0.704,-5.926,0.0611,0.148,0.00468,0.375,0.725,93.64
1452,Kendrick Lamar,u,5,0.568,0.619,-6.899,0.414,0.138,1.67e-06,0.11,0.293,170.115
1453,Kendrick Lamar,u,5,0.568,0.619,-6.899,0.414,0.138,1.67e-06,0.11,0.293,170.115
1454,"Tyler, The Creator",BLESSED,5,0.336,0.613,-7.869,0.123,0.389,9.99e-05,0.765,0.741,40.319
1455,"Tyler, The Creator",BLESSED,5,0.336,0.613,-7.869,0.123,0.389,9.99e-05,0.765,0.741,40.319
1456,Tęskno,Mięsień - Oxford Drama Remix,5,0.643,0.612,-10.33,0.0389,0.253,0.783,0.106,0.232,144.994
1457,Tęskno,Mięsień - Oxford Drama Remix,5,0.643,0.612,-10.33,0.0389,0.253,0.783,0.106,0.232,144.994
1458,Kanye West,Famous,5,0.59,0.717,-3.787,0.0597,0.0854,0.0,0.118,0.404,86.997
1459,Kanye West,Famous,5,0.59,0.717,-3.787,0.0597,0.0854,0.0,0.118,0.404,86.997
1460,"Tyler, The Creator",SAFARI,5,0.471,0.71,-6.462,0.213,0.0618,1.7e-06,0.338,0.599,80.453
1461,"Tyler, The Creator",SAFARI,5,0.471,0.71,-6.462,0.213,0.0618,1.7e-06,0.338,0.599,80.453
1462,Mata,La La La (Oh Oh),5,0.614,0.431,-9.156,0.0588,0.556,3.62e-06,0.0936,0.519,164.541
1463,Mata,La La La (Oh Oh),5,0.614,0.431,-9.156,0.0588,0.556,3.62e-06,0.0936,0.519,164.541
1464,alt-J,Losing My Mind,5,0.465,0.348,-13.822,0.0329,0.79,0.0917,0.156,0.349,130.027
1465,alt-J,Losing My Mind,5,0.465,0.348,-13.822,0.0329,0.79,0.0917,0.156,0.349,130.027
1466,Father's Children,Who's Gonna Save The World,5,0.584,0.771,-11.503,0.11,0.163,0.919,0.168,0.702,162.368
1467,Father's Children,Who's Gonna Save The World,5,0.584,0.771,-11.503,0.11,0.163,0.919,0.168,0.702,162.368
1468,Pusha T,Open Air,5,0.641,0.72,-6.373,0.315,0.0012,0.0,0.182,0.374,79.377
1469,Pusha T,Open Air,5,0.641,0.72,-6.373,0.315,0.0012,0.0,0.182,0.374,79.377
1470,Pusha T,Hear Me Clearly (feat. Nigo),5,0.508,0.933,-3.386,0.295,0.064,0.0,0.38,0.835,84.082
1471,Pusha T,Hear Me Clearly (feat. Nigo),5,0.508,0.933,-3.386,0.295,0.064,0.0,0.38,0.835,84.082
1472,Kanye West,Never Abandon Your Family,5,0.524,0.38,-9.048,0.371,0.677,0.0,0.759,0.248,90.264
1473,Kanye West,Never Abandon Your Family,5,0.524,0.38,-9.048,0.371,0.677,0.0,0.759,0.248,90.264
1474,alt-J,The Actor,5,0.648,0.542,-11.625,0.0412,0.123,0.823,0.116,0.557,161.996
1475,alt-J,The Actor,5,0.648,0.542,-11.625,0.0412,0.123,0.823,0.116,0.557,161.996
1476,alt-J,Hard Drive Gold,5,0.67,0.853,-5.962,0.0389,0.0858,2.1e-05,0.125,0.684,144.272
1477,alt-J,Hard Drive Gold,5,0.67,0.853,-5.962,0.0389,0.0858,2.1e-05,0.125,0.684,144.272
1478,PRO8L3M,Rotterdam,5,0.626,0.395,-6.77,0.0899,0.0489,0.772,0.482,0.208,79.987
1479,PRO8L3M,Rotterdam,5,0.626,0.395,-6.77,0.0899,0.0489,0.772,0.482,0.208,79.987
1480,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),5,0.594,0.679,-3.702,0.345,0.484,7.83e-06,0.114,0.66,106.726
1481,Pusha T,Scrape It Off (feat. Lil Uzi Vert & Don Toliver),5,0.594,0.679,-3.702,0.345,0.484,7.83e-06,0.114,0.66,106.726
1482,Florence + The Machine,Choreomania,5,0.635,0.673,-7.946,0.0698,0.0761,0.0016,0.134,0.244,156.937
1483,Florence + The Machine,Choreomania,5,0.635,0.673,-7.946,0.0698,0.0761,0.0016,0.134,0.244,156.937
1484,Flume,DHLC,5,0.597,0.565,-3.851,0.049,0.0247,0.81,0.0952,0.328,120.307
1485,Flume,DHLC,5,0.597,0.565,-3.851,0.049,0.0247,0.81,0.0952,0.328,120.307
1486,Beach House,Pink Funeral,5,0.422,0.759,-7.678,0.0317,0.0101,0.012,0.282,0.0678,125.204
1487,Beach House,Pink Funeral,5,0.422,0.759,-7.678,0.0317,0.0101,0.012,0.282,0.0678,125.204
1488,Yung Lean,Gold,5,0.883,0.261,-14.515,0.221,0.792,0.00147,0.109,0.775,130.002
1489,Yung Lean,Gold,5,0.883,0.261,-14.515,0.221,0.792,0.00147,0.109,0.775,130.002
1490,Kokoroko,Ti-de,5,0.77,0.354,-12.028,0.0333,0.468,0.893,0.11,0.438,109.879
1491,Kokoroko,Ti-de,5,0.77,0.354,-12.028,0.0333,0.468,0.893,0.11,0.438,109.879
1492,Tame Impala,Feels Like We Only Go Backwards,5,0.171,0.885,-4.551,0.0621,0.0711,1.14e-06,0.964,0.298,145.696
1493,Tame Impala,Feels Like We Only Go Backwards,5,0.171,0.885,-4.551,0.0621,0.0711,1.14e-06,0.964,0.298,145.696
1494,Ólafur Arnalds,The Bottom Line - Sunrise Session II,5,0.182,0.0872,-20.689,0.0383,0.958,0.465,0.205,0.0659,88.91
1495,Ólafur Arnalds,The Bottom Line - Sunrise Session II,5,0.182,0.0872,-20.689,0.0383,0.958,0.465,0.205,0.0659,88.91
1496,Floating Points,Movement 6,5,0.114,0.258,-14.626,0.0345,0.807,0.803,0.18,0.0733,89.151
1497,Floating Points,Movement 6,5,0.114,0.258,-14.626,0.0345,0.807,0.803,0.18,0.0733,89.151
1498,Yung Lean,Starz2theRainbow,5,0.513,0.555,-10.224,0.0387,0.547,1.4e-05,0.581,0.338,129.895
1499,Yung Lean,Starz2theRainbow,5,0.513,0.555,-10.224,0.0387,0.547,1.4e-05,0.581,0.338,129.895
1500,Miły ATZ,Balans,5,0.818,0.566,-7.384,0.555,0.164,0.0,0.0394,0.593,83.148
1501,Miły ATZ,Balans,5,0.818,0.566,-7.384,0.555,0.164,0.0,0.0394,0.593,83.148
1502,M83,New Map,5,0.296,0.789,-5.813,0.0524,0.000486,0.115,0.099,0.233,162.75
1503,M83,New Map,5,0.296,0.789,-5.813,0.0524,0.000486,0.115,0.099,0.233,162.75
1504,Miły ATZ,Strach,5,0.863,0.773,-5.231,0.303,0.0138,0.0,0.104,0.686,90.485
1505,Miły ATZ,Strach,5,0.863,0.773,-5.231,0.303,0.0138,0.0,0.104,0.686,90.485
1506,Little Simz,I See You,5,0.753,0.517,-11.744,0.284,0.414,0.000193,0.158,0.556,77.152
1507,Little Simz,I See You,5,0.753,0.517,-11.744,0.284,0.414,0.000193,0.158,0.556,77.152
1508,La La Land Cast,Another Day Of Sun,5,0.551,0.766,-7.376,0.0698,0.0206,8.41e-06,0.871,0.708,125.91
1509,La La Land Cast,Another Day Of Sun,5,0.551,0.766,-7.376,0.0698,0.0206,8.41e-06,0.871,0.708,125.91
1510,Toro y Moi,3-28-18b,4,0.586,0.61,-6.058,0.0295,0.0261,0.746,0.0882,0.271,143.829
1511,Toro y Moi,3-28-18b,4,0.586,0.61,-6.058,0.0295,0.0261,0.746,0.0882,0.271,143.829
1512,Olivia Rodrigo,good 4 u,4,0.556,0.661,-5.052,0.204,0.3,0.0,0.101,0.668,168.56
1513,Olivia Rodrigo,good 4 u,4,0.556,0.661,-5.052,0.204,0.3,0.0,0.101,0.668,168.56
1514,Alfie Templeman,Movies,4,0.849,0.711,-6.664,0.0653,0.238,0.0163,0.116,0.805,129.94
1515,Alfie Templeman,Movies,4,0.849,0.711,-6.664,0.0653,0.238,0.0163,0.116,0.805,129.94
1516,Olivia Rodrigo,traitor,4,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607
1517,Olivia Rodrigo,traitor,4,0.38,0.339,-7.885,0.0338,0.691,0.0,0.12,0.0849,100.607
1518,The Lumineers,My Eyes,4,0.435,0.309,-8.337,0.0309,0.852,2.63e-05,0.113,0.0831,93.871
1519,The Lumineers,My Eyes,4,0.435,0.309,-8.337,0.0309,0.852,2.63e-05,0.113,0.0831,93.871
1520,The Weeknd,Party Monster,4,0.588,0.635,-8.417,0.0531,0.191,1.24e-05,0.259,0.208,77.486
1521,The Weeknd,Party Monster,4,0.588,0.635,-8.417,0.0531,0.191,1.24e-05,0.259,0.208,77.486
1522,Hania Rani,Whale's Song,4,0.231,0.178,-24.932,0.0393,0.968,0.876,0.0768,0.245,129.07
1523,Hania Rani,Whale's Song,4,0.231,0.178,-24.932,0.0393,0.968,0.876,0.0768,0.245,129.07
1524,FKA twigs,caprisongs interlude (feat. solo),4,0.428,0.482,-14.767,0.426,0.639,0.00621,0.182,0.237,114.359
1525,FKA twigs,caprisongs interlude (feat. solo),4,0.428,0.482,-14.767,0.426,0.639,0.00621,0.182,0.237,114.359
1526,WILLOW,t r a n s p a r e n t s o u l feat. Kid Cudi & Travis Barker - Remix,4,0.484,0.679,-5.711,0.0461,0.0201,0.0,0.137,0.271,89.831
1527,WILLOW,t r a n s p a r e n t s o u l feat. Kid Cudi & Travis Barker - Remix,4,0.484,0.679,-5.711,0.0461,0.0201,0.0,0.137,0.271,89.831
1528,FKA twigs,pamplemousse,4,0.826,0.87,-6.173,0.46,0.691,9.63e-05,0.85,0.96,150.07
1529,FKA twigs,pamplemousse,4,0.826,0.87,-6.173,0.46,0.691,9.63e-05,0.85,0.96,150.07
1530,Burial,Her Revolution,4,0.466,0.51,-14.373,0.0715,0.92,0.719,0.105,0.187,117.316
1531,Burial,Her Revolution,4,0.466,0.51,-14.373,0.0715,0.92,0.719,0.105,0.187,117.316
1532,Arlo Parks,Eugene,4,0.618,0.59,-7.186,0.0428,0.779,0.00848,0.0906,0.896,174.266
1533,Arlo Parks,Eugene,4,0.618,0.59,-7.186,0.0428,0.779,0.00848,0.0906,0.896,174.266
1534,Kanye West,Wash Us In The Blood,4,0.67,0.847,-4.85,0.409,0.184,0.0,0.304,0.381,137.22
1535,Kanye West,Wash Us In The Blood,4,0.67,0.847,-4.85,0.409,0.184,0.0,0.304,0.381,137.22
1536,Emma Stone,Someone In The Crowd,4,0.611,0.545,-9.043,0.206,0.106,1.31e-05,0.114,0.229,127.975
1537,Emma Stone,Someone In The Crowd,4,0.611,0.545,-9.043,0.206,0.106,1.31e-05,0.114,0.229,127.975
1538,Four Tet,Parallel 6,4,0.711,0.635,-13.168,0.0537,0.66,0.96,0.194,0.646,124.034
1539,Four Tet,Parallel 6,4,0.711,0.635,-13.168,0.0537,0.66,0.96,0.194,0.646,124.034
1540,Hania Rani,Con Moto,4,0.494,0.366,-21.035,0.0292,0.939,0.831,0.0882,0.613,145.047
1541,Hania Rani,Con Moto,4,0.494,0.366,-21.035,0.0292,0.939,0.831,0.0882,0.613,145.047
1542,cktrl,mazes,4,0.416,0.27,-14.172,0.0342,0.941,0.507,0.116,0.0496,82.172
1543,cktrl,mazes,4,0.416,0.27,-14.172,0.0342,0.941,0.507,0.116,0.0496,82.172
1544,Męskie Granie Orkiestra 2021,"Nikt tak pięknie nie mówił, że się boi miłości",4,0.437,0.274,-11.457,0.0348,0.373,1.4e-06,0.662,0.251,119.993
1545,Męskie Granie Orkiestra 2021,"Nikt tak pięknie nie mówił, że się boi miłości",4,0.437,0.274,-11.457,0.0348,0.373,1.4e-06,0.662,0.251,119.993
1546,Hiatus Kaiyote,Red Room,4,0.624,0.402,-12.344,0.038,0.304,0.166,0.135,0.2,144.492
1547,Hiatus Kaiyote,Red Room,4,0.624,0.402,-12.344,0.038,0.304,0.166,0.135,0.2,144.492
1548,Kanye West,Wolves,4,0.355,0.375,-8.101,0.0559,0.201,0.0044,0.179,0.105,78.031
1549,Kanye West,Wolves,4,0.355,0.375,-8.101,0.0559,0.201,0.0044,0.179,0.105,78.031
1550,Vito Bambino,Je Suis Polonais,4,0.434,0.491,-12.939,0.0431,0.329,2.2e-06,0.169,0.523,86.176
1551,Vito Bambino,Je Suis Polonais,4,0.434,0.491,-12.939,0.0431,0.329,2.2e-06,0.169,0.523,86.176
1552,FKA twigs,which way (feat. dystopia),4,0.699,0.556,-8.075,0.27,0.203,6.82e-06,0.336,0.263,88.504
1553,FKA twigs,which way (feat. dystopia),4,0.699,0.556,-8.075,0.27,0.203,6.82e-06,0.336,0.263,88.504
1554,50 Cent,Window Shopper,4,0.54,0.697,-4.912,0.181,0.0948,0.0,0.436,0.501,174.311
1555,50 Cent,Window Shopper,4,0.54,0.697,-4.912,0.181,0.0948,0.0,0.436,0.501,174.311
1556,Arlo Parks,Green Eyes,4,0.628,0.735,-6.955,0.0606,0.302,0.0157,0.134,0.899,88.147
1557,Arlo Parks,Green Eyes,4,0.628,0.735,-6.955,0.0606,0.302,0.0157,0.134,0.899,88.147
1558,Hania Rani,Dunkel,4,0.129,0.0978,-20.465,0.0377,0.952,0.947,0.0846,0.0361,95.033
1559,Hania Rani,Dunkel,4,0.129,0.0978,-20.465,0.0377,0.952,0.947,0.0846,0.0361,95.033
1560,The Avalanches,We Will Always Love You,4,0.63,0.841,-5.973,0.0336,0.0508,0.0017,0.464,0.641,108.486
1561,The Avalanches,We Will Always Love You,4,0.63,0.841,-5.973,0.0336,0.0508,0.0017,0.464,0.641,108.486
1562,Pejzaż,Jak Kochać,4,0.143,0.221,-18.491,0.0324,0.943,0.996,0.115,0.257,102.908
1563,Pejzaż,Jak Kochać,4,0.143,0.221,-18.491,0.0324,0.943,0.996,0.115,0.257,102.908
1564,Belmondawg,Wte I Wewte,4,0.821,0.81,-6.715,0.311,0.562,0.0,0.0933,0.228,137.992
1565,Belmondawg,Wte I Wewte,4,0.821,0.81,-6.715,0.311,0.562,0.0,0.0933,0.228,137.992
1566,Arlo Parks,Caroline,4,0.596,0.576,-7.955,0.0388,0.376,0.0904,0.107,0.485,160.176
1567,Arlo Parks,Caroline,4,0.596,0.576,-7.955,0.0388,0.376,0.0904,0.107,0.485,160.176
1568,Belmondawg,Pappardelle all’arrabbiata (1988 remix),4,0.591,0.565,-8.662,0.378,0.238,1.88e-06,0.746,0.347,168.154
1569,Belmondawg,Pappardelle all’arrabbiata (1988 remix),4,0.591,0.565,-8.662,0.378,0.238,1.88e-06,0.746,0.347,168.154
1570,Hania Rani,Ouverture,4,0.184,0.0775,-23.733,0.0385,0.878,0.804,0.078,0.0316,87.77
1571,Hania Rani,Ouverture,4,0.184,0.0775,-23.733,0.0385,0.878,0.804,0.078,0.0316,87.77
1572,Belmondawg,Followup,4,0.796,0.627,-5.279,0.343,0.35,0.0,0.0901,0.572,92.104
1573,Belmondawg,Followup,4,0.796,0.627,-5.279,0.343,0.35,0.0,0.0901,0.572,92.104
1574,Frank Ocean,Nikes,4,0.633,0.395,-9.638,0.0857,0.692,0.000222,0.108,0.123,138.023
1575,Frank Ocean,Nikes,4,0.633,0.395,-9.638,0.0857,0.692,0.000222,0.108,0.123,138.023
1576,The Avalanches,Carrier Waves,4,0.3,0.481,-16.092,0.0576,0.899,0.779,0.346,0.0775,113.121
1577,The Avalanches,Carrier Waves,4,0.3,0.481,-16.092,0.0576,0.899,0.779,0.346,0.0775,113.121
1578,The Avalanches,Oh The Sunn!,4,0.662,0.638,-6.486,0.0331,0.0468,0.458,0.2,0.188,110.534
1579,The Avalanches,Oh The Sunn!,4,0.662,0.638,-6.486,0.0331,0.0468,0.458,0.2,0.188,110.534
1580,Boards of Canada,Roygbiv,4,0.66,0.617,-8.442,0.0567,0.023,0.944,0.135,0.171,84.03
1581,Boards of Canada,Roygbiv,4,0.66,0.617,-8.442,0.0567,0.023,0.944,0.135,0.171,84.03
1582,Charli XCX,Delicious (feat. Tommy Cash),4,0.455,0.642,-5.106,0.162,0.222,0.0,0.0941,0.243,142.013
1583,Charli XCX,Delicious (feat. Tommy Cash),4,0.455,0.642,-5.106,0.162,0.222,0.0,0.0941,0.243,142.013
1584,Bastien Keb,Pick Up,4,0.629,0.779,-9.858,0.238,0.469,0.162,0.0795,0.549,89.504
